,Cell_type,Time,Spot,Spot_loc,Growth
TETRArcAKO16_3_1427,TETRArcAKO16,1427.0,TETRArcAKO16_3,117_371_6,5891.0
TETRArcAKO16_4_1427,TETRArcAKO16,1427.0,TETRArcAKO16_4,153_682_7,8767.0
TETRArcAKO16_5_1427,TETRArcAKO16,1427.0,TETRArcAKO16_5,175_742_8,10784.0
TETRArcAKO16_6_1427,TETRArcAKO16,1427.0,TETRArcAKO16_6,178_982_6,6526.0
TETRArcAKO16_7_1427,TETRArcAKO16,1427.0,TETRArcAKO16_7,185_704_8,12178.0
TETRArcAKO16_8_1427,TETRArcAKO16,1427.0,TETRArcAKO16_8,184_467_7,7172.0
TETRArcAKO16_9_1427,TETRArcAKO16,1427.0,TETRArcAKO16_9,205_1037_5,4374.0
TETRArcAKO16_10_1427,TETRArcAKO16,1427.0,TETRArcAKO16_10,212_309_7,8023.0
TETRArcAKO16_11_1427,TETRArcAKO16,1427.0,TETRArcAKO16_11,225_699_7,8352.0
TETRArcAKO16_12_1427,TETRArcAKO16,1427.0,TETRArcAKO16_12,260_622_7,8467.0
TETRArcAKO16_13_1427,TETRArcAKO16,1427.0,TETRArcAKO16_13,288_627_7,8489.0
TETRArcAKO16_14_1427,TETRArcAKO16,1427.0,TETRArcAKO16_14,288_317_5,4240.0
TETRArcAKO16_15_1427,TETRArcAKO16,1427.0,TETRArcAKO16_15,295_365_6,5737.0
TETRArcAKO16_16_1427,TETRArcAKO16,1427.0,TETRArcAKO16_16,343_961_5,4356.0
TETRArcAKO16_17_1427,TETRArcAKO16,1427.0,TETRArcAKO16_17,349_248_6,7207.0
TETRArcAKO16_18_1427,TETRArcAKO16,1427.0,TETRArcAKO16_18,358_514_6,5858.0
TETRArcAKO16_19_1427,TETRArcAKO16,1427.0,TETRArcAKO16_19,375_968_6,5937.0
TETRArcAKO16_20_1427,TETRArcAKO16,1427.0,TETRArcAKO16_20,376_151_7,7168.0
TETRArcAKO16_21_1427,TETRArcAKO16,1427.0,TETRArcAKO16_21,447_540_6,5877.0
TETRArcAKO16_22_1427,TETRArcAKO16,1427.0,TETRArcAKO16_22,448_500_5,4226.0
TETRArcAKO16_23_1427,TETRArcAKO16,1427.0,TETRArcAKO16_23,495_916_7,7156.0
TETRArcAKO16_24_1427,TETRArcAKO16,1427.0,TETRArcAKO16_24,497_256_6,5314.0
TETRArcAKO16_25_1427,TETRArcAKO16,1427.0,TETRArcAKO16_25,511_557_7,8473.0
TETRArcAKO16_26_1427,TETRArcAKO16,1427.0,TETRArcAKO16_26,516_994_7,8511.0
TETRArcAKO16_27_1427,TETRArcAKO16,1427.0,TETRArcAKO16_27,534_683_8,11924.0
TETRArcAKO16_28_1427,TETRArcAKO16,1427.0,TETRArcAKO16_28,582_417_7,6323.0
TETRArcAKO16_29_1427,TETRArcAKO16,1427.0,TETRArcAKO16_29,671_659_7,7692.0
TETRArcAKO16_30_1427,TETRArcAKO16,1427.0,TETRArcAKO16_30,747_418_7,6250.0
TETRArcAKO16_31_1427,TETRArcAKO16,1427.0,TETRArcAKO16_31,801_159_5,4436.0
TETRArcAKO16_32_1427,TETRArcAKO16,1427.0,TETRArcAKO16_32,880_863_8,10506.0
TETRArcAKO16_33_1427,TETRArcAKO16,1427.0,TETRArcAKO16_33,884_259_6,5950.0
TETRArcAKO16_34_1427,TETRArcAKO16,1427.0,TETRArcAKO16_34,972_570_6,5910.0
TETRArcAKO16_35_1427,TETRArcAKO16,1427.0,TETRArcAKO16_35,1036_861_6,6449.0
TETRArcAKO16_0_1381,TETRArcAKO16,1381.0,TETRArcAKO16_0,37_462_6,5257.0
TETRArcAKO16_1_1381,TETRArcAKO16,1381.0,TETRArcAKO16_1,69_1089_14,27062.0
TETRArcAKO16_2_1381,TETRArcAKO16,1381.0,TETRArcAKO16_2,114_680_8,8311.0
TETRArcAKO16_3_1381,TETRArcAKO16,1381.0,TETRArcAKO16_3,117_371_6,5853.0
TETRArcAKO16_4_1381,TETRArcAKO16,1381.0,TETRArcAKO16_4,153_682_7,8708.0
TETRArcAKO16_5_1381,TETRArcAKO16,1381.0,TETRArcAKO16_5,175_742_8,10746.0
TETRArcAKO16_6_1381,TETRArcAKO16,1381.0,TETRArcAKO16_6,178_982_6,6479.0
TETRArcAKO16_7_1381,TETRArcAKO16,1381.0,TETRArcAKO16_7,185_704_8,12119.0
TETRArcAKO16_8_1381,TETRArcAKO16,1381.0,TETRArcAKO16_8,184_467_7,7138.0
TETRArcAKO16_9_1381,TETRArcAKO16,1381.0,TETRArcAKO16_9,205_1037_5,4349.0
TETRArcAKO16_10_1381,TETRArcAKO16,1381.0,TETRArcAKO16_10,212_309_7,8010.0
TETRArcAKO16_11_1381,TETRArcAKO16,1381.0,TETRArcAKO16_11,225_699_7,8303.0
TETRArcAKO16_12_1381,TETRArcAKO16,1381.0,TETRArcAKO16_12,260_622_7,8439.0
TETRArcAKO16_13_1381,TETRArcAKO16,1381.0,TETRArcAKO16_13,288_627_7,8451.0
TETRArcAKO16_14_1381,TETRArcAKO16,1381.0,TETRArcAKO16_14,288_317_5,4229.0
TETRArcAKO16_15_1381,TETRArcAKO16,1381.0,TETRArcAKO16_15,295_365_6,5739.0
TETRArcAKO16_16_1381,TETRArcAKO16,1381.0,TETRArcAKO16_16,343_961_5,4318.0
TETRArcAKO16_17_1381,TETRArcAKO16,1381.0,TETRArcAKO16_17,349_248_6,7194.0
TETRArcAKO16_18_1381,TETRArcAKO16,1381.0,TETRArcAKO16_18,358_514_6,5827.0
TETRArcAKO16_19_1381,TETRArcAKO16,1381.0,TETRArcAKO16_19,375_968_6,5910.0
TETRArcAKO16_20_1381,TETRArcAKO16,1381.0,TETRArcAKO16_20,376_151_7,7144.0
TETRArcAKO16_21_1381,TETRArcAKO16,1381.0,TETRArcAKO16_21,447_540_6,5844.0
TETRArcAKO16_22_1381,TETRArcAKO16,1381.0,TETRArcAKO16_22,448_500_5,4210.0
TETRArcAKO16_23_1381,TETRArcAKO16,1381.0,TETRArcAKO16_23,495_916_7,7119.0
TETRArcAKO16_24_1381,TETRArcAKO16,1381.0,TETRArcAKO16_24,497_256_6,5283.0
TETRArcAKO16_25_1381,TETRArcAKO16,1381.0,TETRArcAKO16_25,511_557_7,8447.0
TETRArcAKO16_26_1381,TETRArcAKO16,1381.0,TETRArcAKO16_26,516_994_7,8463.0
TETRArcAKO16_27_1381,TETRArcAKO16,1381.0,TETRArcAKO16_27,534_683_8,11864.0
TETRArcAKO16_28_1381,TETRArcAKO16,1381.0,TETRArcAKO16_28,582_417_7,6287.0
TETRArcAKO16_29_1381,TETRArcAKO16,1381.0,TETRArcAKO16_29,671_659_7,7632.0
TETRArcAKO16_30_1381,TETRArcAKO16,1381.0,TETRArcAKO16_30,747_418_7,6224.0
TETRArcAKO16_31_1381,TETRArcAKO16,1381.0,TETRArcAKO16_31,801_159_5,4409.0
TETRArcAKO16_32_1381,TETRArcAKO16,1381.0,TETRArcAKO16_32,880_863_8,10454.0
TETRArcAKO16_33_1381,TETRArcAKO16,1381.0,TETRArcAKO16_33,884_259_6,5918.0
TETRArcAKO16_34_1381,TETRArcAKO16,1381.0,TETRArcAKO16_34,972_570_6,5875.0
TETRArcAKO16_35_1381,TETRArcAKO16,1381.0,TETRArcAKO16_35,1036_861_6,6401.0
TETRArcAKO16_0_1197,TETRArcAKO16,1197.0,TETRArcAKO16_0,37_462_6,5155.0
TETRArcAKO16_1_1197,TETRArcAKO16,1197.0,TETRArcAKO16_1,69_1089_14,27068.0
TETRArcAKO16_2_1197,TETRArcAKO16,1197.0,TETRArcAKO16_2,114_680_8,8200.0
TETRArcAKO16_3_1197,TETRArcAKO16,1197.0,TETRArcAKO16_3,117_371_6,5689.0
TETRArcAKO16_4_1197,TETRArcAKO16,1197.0,TETRArcAKO16_4,153_682_7,8630.0
TETRArcAKO16_5_1197,TETRArcAKO16,1197.0,TETRArcAKO16_5,175_742_8,10605.0
TETRArcAKO16_6_1197,TETRArcAKO16,1197.0,TETRArcAKO16_6,178_982_6,6365.0
TETRArcAKO16_7_1197,TETRArcAKO16,1197.0,TETRArcAKO16_7,185_704_8,12030.0
TETRArcAKO16_8_1197,TETRArcAKO16,1197.0,TETRArcAKO16_8,184_467_7,7064.0
TETRArcAKO16_9_1197,TETRArcAKO16,1197.0,TETRArcAKO16_9,205_1037_5,4240.0
TETRArcAKO16_10_1197,TETRArcAKO16,1197.0,TETRArcAKO16_10,212_309_7,7919.0
TETRArcAKO16_11_1197,TETRArcAKO16,1197.0,TETRArcAKO16_11,225_699_7,8147.0
TETRArcAKO16_12_1197,TETRArcAKO16,1197.0,TETRArcAKO16_12,260_622_7,8299.0
TETRArcAKO16_13_1197,TETRArcAKO16,1197.0,TETRArcAKO16_13,288_627_7,8304.0
TETRArcAKO16_14_1197,TETRArcAKO16,1197.0,TETRArcAKO16_14,288_317_5,4148.0
TETRArcAKO16_15_1197,TETRArcAKO16,1197.0,TETRArcAKO16_15,295_365_6,5603.0
TETRArcAKO16_16_1197,TETRArcAKO16,1197.0,TETRArcAKO16_16,343_961_5,4248.0
TETRArcAKO16_17_1197,TETRArcAKO16,1197.0,TETRArcAKO16_17,349_248_6,7200.0
TETRArcAKO16_18_1197,TETRArcAKO16,1197.0,TETRArcAKO16_18,358_514_6,5696.0
TETRArcAKO16_19_1197,TETRArcAKO16,1197.0,TETRArcAKO16_19,375_968_6,5805.0
TETRArcAKO16_20_1197,TETRArcAKO16,1197.0,TETRArcAKO16_20,376_151_7,7048.0
TETRArcAKO16_21_1197,TETRArcAKO16,1197.0,TETRArcAKO16_21,447_540_6,5751.0
TETRArcAKO16_22_1197,TETRArcAKO16,1197.0,TETRArcAKO16_22,448_500_5,4148.0
TETRArcAKO16_23_1197,TETRArcAKO16,1197.0,TETRArcAKO16_23,495_916_7,6978.0
TETRArcAKO16_24_1197,TETRArcAKO16,1197.0,TETRArcAKO16_24,497_256_6,5170.0
TETRArcAKO16_25_1197,TETRArcAKO16,1197.0,TETRArcAKO16_25,511_557_7,8290.0
TETRArcAKO16_26_1197,TETRArcAKO16,1197.0,TETRArcAKO16_26,516_994_7,8348.0
TETRArcAKO16_27_1197,TETRArcAKO16,1197.0,TETRArcAKO16_27,534_683_8,11739.0
TETRArcAKO16_28_1197,TETRArcAKO16,1197.0,TETRArcAKO16_28,582_417_7,6161.0
TETRArcAKO16_29_1197,TETRArcAKO16,1197.0,TETRArcAKO16_29,671_659_7,7511.0
TETRArcAKO16_30_1197,TETRArcAKO16,1197.0,TETRArcAKO16_30,747_418_7,6121.0
TETRArcAKO16_31_1197,TETRArcAKO16,1197.0,TETRArcAKO16_31,801_159_5,4357.0
TETRArcAKO16_32_1197,TETRArcAKO16,1197.0,TETRArcAKO16_32,880_863_8,10268.0
TETRArcAKO16_33_1197,TETRArcAKO16,1197.0,TETRArcAKO16_33,884_259_6,5810.0
TETRArcAKO16_34_1197,TETRArcAKO16,1197.0,TETRArcAKO16_34,972_570_6,5747.0
TETRArcAKO16_35_1197,TETRArcAKO16,1197.0,TETRArcAKO16_35,1036_861_6,6251.0
TETRArcAKO16_0_2716,TETRArcAKO16,2716.0,TETRArcAKO16_0,37_462_6,6245.0
TETRArcAKO16_1_2716,TETRArcAKO16,2716.0,TETRArcAKO16_1,69_1089_14,27338.0
TETRArcAKO16_2_2716,TETRArcAKO16,2716.0,TETRArcAKO16_2,114_680_8,9595.0
TETRArcAKO16_3_2716,TETRArcAKO16,2716.0,TETRArcAKO16_3,117_371_6,6949.0
TETRArcAKO16_4_2716,TETRArcAKO16,2716.0,TETRArcAKO16_4,153_682_7,9781.0
TETRArcAKO16_5_2716,TETRArcAKO16,2716.0,TETRArcAKO16_5,175_742_8,12170.0
TETRArcAKO16_6_2716,TETRArcAKO16,2716.0,TETRArcAKO16_6,178_982_6,7572.0
TETRArcAKO16_7_2716,TETRArcAKO16,2716.0,TETRArcAKO16_7,185_704_8,13266.0
TETRArcAKO16_8_2716,TETRArcAKO16,2716.0,TETRArcAKO16_8,184_467_7,8220.0
TETRArcAKO16_9_2716,TETRArcAKO16,2716.0,TETRArcAKO16_9,205_1037_5,5136.0
TETRArcAKO16_10_2716,TETRArcAKO16,2716.0,TETRArcAKO16_10,212_309_7,9625.0
TETRArcAKO16_11_2716,TETRArcAKO16,2716.0,TETRArcAKO16_11,225_699_7,9689.0
TETRArcAKO16_12_2716,TETRArcAKO16,2716.0,TETRArcAKO16_12,260_622_7,9822.0
TETRArcAKO16_13_2716,TETRArcAKO16,2716.0,TETRArcAKO16_13,288_627_7,9837.0
TETRArcAKO16_14_2716,TETRArcAKO16,2716.0,TETRArcAKO16_14,288_317_5,5081.0
TETRArcAKO16_15_2716,TETRArcAKO16,2716.0,TETRArcAKO16_15,295_365_6,6876.0
TETRArcAKO16_16_2716,TETRArcAKO16,2716.0,TETRArcAKO16_16,343_961_5,5095.0
TETRArcAKO16_17_2716,TETRArcAKO16,2716.0,TETRArcAKO16_17,349_248_6,7335.0
TETRArcAKO16_18_2716,TETRArcAKO16,2716.0,TETRArcAKO16_18,358_514_6,6951.0
TETRArcAKO16_19_2716,TETRArcAKO16,2716.0,TETRArcAKO16_19,375_968_6,6892.0
TETRArcAKO16_20_2716,TETRArcAKO16,2716.0,TETRArcAKO16_20,376_151_7,8242.0
TETRArcAKO16_21_2716,TETRArcAKO16,2716.0,TETRArcAKO16_21,447_540_6,6907.0
TETRArcAKO16_22_2716,TETRArcAKO16,2716.0,TETRArcAKO16_22,448_500_5,5048.0
TETRArcAKO16_23_2716,TETRArcAKO16,2716.0,TETRArcAKO16_23,495_916_7,8356.0
TETRArcAKO16_24_2716,TETRArcAKO16,2716.0,TETRArcAKO16_24,497_256_6,6302.0
TETRArcAKO16_25_2716,TETRArcAKO16,2716.0,TETRArcAKO16_25,511_557_7,9824.0
TETRArcAKO16_26_2716,TETRArcAKO16,2716.0,TETRArcAKO16_26,516_994_7,9793.0
TETRArcAKO16_27_2716,TETRArcAKO16,2716.0,TETRArcAKO16_27,534_683_8,13245.0
TETRArcAKO16_28_2716,TETRArcAKO16,2716.0,TETRArcAKO16_28,582_417_7,7501.0
TETRArcAKO16_29_2716,TETRArcAKO16,2716.0,TETRArcAKO16_29,671_659_7,9051.0
TETRArcAKO16_30_2716,TETRArcAKO16,2716.0,TETRArcAKO16_30,747_418_7,7473.0
TETRArcAKO16_31_2716,TETRArcAKO16,2716.0,TETRArcAKO16_31,801_159_5,5064.0
TETRArcAKO16_32_2716,TETRArcAKO16,2716.0,TETRArcAKO16_32,880_863_8,12195.0
TETRArcAKO16_33_2716,TETRArcAKO16,2716.0,TETRArcAKO16_33,884_259_6,6947.0
TETRArcAKO16_34_2716,TETRArcAKO16,2716.0,TETRArcAKO16_34,972_570_6,6950.0
TETRArcAKO16_35_2716,TETRArcAKO16,2716.0,TETRArcAKO16_35,1036_861_6,7556.0
TETRArcAKO16_0_0,TETRArcAKO16,0.0,TETRArcAKO16_0,37_462_6,4843.0
TETRArcAKO16_1_0,TETRArcAKO16,0.0,TETRArcAKO16_1,69_1089_14,26806.0
TETRArcAKO16_2_0,TETRArcAKO16,0.0,TETRArcAKO16_2,114_680_8,7877.0
TETRArcAKO16_3_0,TETRArcAKO16,0.0,TETRArcAKO16_3,117_371_6,5384.0
TETRArcAKO16_4_0,TETRArcAKO16,0.0,TETRArcAKO16_4,153_682_7,8338.0
TETRArcAKO16_5_0,TETRArcAKO16,0.0,TETRArcAKO16_5,175_742_8,10139.0
TETRArcAKO16_6_0,TETRArcAKO16,0.0,TETRArcAKO16_6,178_982_6,5944.0
TETRArcAKO16_7_0,TETRArcAKO16,0.0,TETRArcAKO16_7,185_704_8,11717.0
TETRArcAKO16_8_0,TETRArcAKO16,0.0,TETRArcAKO16_8,184_467_7,6798.0
TETRArcAKO16_9_0,TETRArcAKO16,0.0,TETRArcAKO16_9,205_1037_5,3940.0
TETRArcAKO16_10_0,TETRArcAKO16,0.0,TETRArcAKO16_10,212_309_7,7584.0
TETRArcAKO16_11_0,TETRArcAKO16,0.0,TETRArcAKO16_11,225_699_7,7698.0
TETRArcAKO16_12_0,TETRArcAKO16,0.0,TETRArcAKO16_12,260_622_7,7955.0
TETRArcAKO16_13_0,TETRArcAKO16,0.0,TETRArcAKO16_13,288_627_7,7833.0
TETRArcAKO16_14_0,TETRArcAKO16,0.0,TETRArcAKO16_14,288_317_5,3929.0
TETRArcAKO16_15_0,TETRArcAKO16,0.0,TETRArcAKO16_15,295_365_6,5243.0
TETRArcAKO16_16_0,TETRArcAKO16,0.0,TETRArcAKO16_16,343_961_5,3951.0
TETRArcAKO16_17_0,TETRArcAKO16,0.0,TETRArcAKO16_17,349_248_6,7187.0
TETRArcAKO16_18_0,TETRArcAKO16,0.0,TETRArcAKO16_18,358_514_6,5284.0
TETRArcAKO16_19_0,TETRArcAKO16,0.0,TETRArcAKO16_19,375_968_6,5473.0
TETRArcAKO16_20_0,TETRArcAKO16,0.0,TETRArcAKO16_20,376_151_7,6694.0
TETRArcAKO16_21_0,TETRArcAKO16,0.0,TETRArcAKO16_21,447_540_6,5426.0
TETRArcAKO16_22_0,TETRArcAKO16,0.0,TETRArcAKO16_22,448_500_5,3929.0
TETRArcAKO16_23_0,TETRArcAKO16,0.0,TETRArcAKO16_23,495_916_7,6573.0
TETRArcAKO16_24_0,TETRArcAKO16,0.0,TETRArcAKO16_24,497_256_6,4859.0
TETRArcAKO16_25_0,TETRArcAKO16,0.0,TETRArcAKO16_25,511_557_7,7929.0
TETRArcAKO16_26_0,TETRArcAKO16,0.0,TETRArcAKO16_26,516_994_7,7931.0
TETRArcAKO16_27_0,TETRArcAKO16,0.0,TETRArcAKO16_27,534_683_8,11309.0
TETRArcAKO16_28_0,TETRArcAKO16,0.0,TETRArcAKO16_28,582_417_7,5798.0
TETRArcAKO16_29_0,TETRArcAKO16,0.0,TETRArcAKO16_29,671_659_7,7053.0
TETRArcAKO16_30_0,TETRArcAKO16,0.0,TETRArcAKO16_30,747_418_7,5737.0
TETRArcAKO16_31_0,TETRArcAKO16,0.0,TETRArcAKO16_31,801_159_5,4150.0
TETRArcAKO16_32_0,TETRArcAKO16,0.0,TETRArcAKO16_32,880_863_8,9699.0
TETRArcAKO16_33_0,TETRArcAKO16,0.0,TETRArcAKO16_33,884_259_6,5495.0
TETRArcAKO16_34_0,TETRArcAKO16,0.0,TETRArcAKO16_34,972_570_6,5427.0
TETRArcAKO16_35_0,TETRArcAKO16,0.0,TETRArcAKO16_35,1036_861_6,5926.0
TETRArcAKO16_0_2348,TETRArcAKO16,2348.0,TETRArcAKO16_0,37_462_6,5978.0
TETRArcAKO16_1_2348,TETRArcAKO16,2348.0,TETRArcAKO16_1,69_1089_14,27280.0
TETRArcAKO16_2_2348,TETRArcAKO16,2348.0,TETRArcAKO16_2,114_680_8,9215.0
TETRArcAKO16_3_2348,TETRArcAKO16,2348.0,TETRArcAKO16_3,117_371_6,6654.0
TETRArcAKO16_4_2348,TETRArcAKO16,2348.0,TETRArcAKO16_4,153_682_7,9501.0
TETRArcAKO16_5_2348,TETRArcAKO16,2348.0,TETRArcAKO16_5,175_742_8,11805.0
TETRArcAKO16_6_2348,TETRArcAKO16,2348.0,TETRArcAKO16_6,178_982_6,7271.0
TETRArcAKO16_7_2348,TETRArcAKO16,2348.0,TETRArcAKO16_7,185_704_8,12901.0
TETRArcAKO16_8_2348,TETRArcAKO16,2348.0,TETRArcAKO16_8,184_467_7,7921.0
TETRArcAKO16_9_2348,TETRArcAKO16,2348.0,TETRArcAKO16_9,205_1037_5,4964.0
TETRArcAKO16_10_2348,TETRArcAKO16,2348.0,TETRArcAKO16_10,212_309_7,9107.0
TETRArcAKO16_11_2348,TETRArcAKO16,2348.0,TETRArcAKO16_11,225_699_7,9345.0
TETRArcAKO16_12_2348,TETRArcAKO16,2348.0,TETRArcAKO16_12,260_622_7,9468.0
TETRArcAKO16_13_2348,TETRArcAKO16,2348.0,TETRArcAKO16_13,288_627_7,9496.0
TETRArcAKO16_14_2348,TETRArcAKO16,2348.0,TETRArcAKO16_14,288_317_5,4866.0
TETRArcAKO16_15_2348,TETRArcAKO16,2348.0,TETRArcAKO16_15,295_365_6,6627.0
TETRArcAKO16_16_2348,TETRArcAKO16,2348.0,TETRArcAKO16_16,343_961_5,4879.0
TETRArcAKO16_17_2348,TETRArcAKO16,2348.0,TETRArcAKO16_17,349_248_6,7368.0
TETRArcAKO16_18_2348,TETRArcAKO16,2348.0,TETRArcAKO16_18,358_514_6,6685.0
TETRArcAKO16_19_2348,TETRArcAKO16,2348.0,TETRArcAKO16_19,375_968_6,6593.0
TETRArcAKO16_20_2348,TETRArcAKO16,2348.0,TETRArcAKO16_20,376_151_7,7928.0
TETRArcAKO16_21_2348,TETRArcAKO16,2348.0,TETRArcAKO16_21,447_540_6,6632.0
TETRArcAKO16_22_2348,TETRArcAKO16,2348.0,TETRArcAKO16_22,448_500_5,4836.0
TETRArcAKO16_23_2348,TETRArcAKO16,2348.0,TETRArcAKO16_23,495_916_7,8012.0
TETRArcAKO16_24_2348,TETRArcAKO16,2348.0,TETRArcAKO16_24,497_256_6,6018.0
TETRArcAKO16_25_2348,TETRArcAKO16,2348.0,TETRArcAKO16_25,511_557_7,9423.0
TETRArcAKO16_26_2348,TETRArcAKO16,2348.0,TETRArcAKO16_26,516_994_7,9404.0
TETRArcAKO16_27_2348,TETRArcAKO16,2348.0,TETRArcAKO16_27,534_683_8,12871.0
TETRArcAKO16_28_2348,TETRArcAKO16,2348.0,TETRArcAKO16_28,582_417_7,7204.0
TETRArcAKO16_29_2348,TETRArcAKO16,2348.0,TETRArcAKO16_29,671_659_7,8713.0
TETRArcAKO16_30_2348,TETRArcAKO16,2348.0,TETRArcAKO16_30,747_418_7,7119.0
TETRArcAKO16_31_2348,TETRArcAKO16,2348.0,TETRArcAKO16_31,801_159_5,4854.0
TETRArcAKO16_32_2348,TETRArcAKO16,2348.0,TETRArcAKO16_32,880_863_8,11736.0
TETRArcAKO16_33_2348,TETRArcAKO16,2348.0,TETRArcAKO16_33,884_259_6,6632.0
TETRArcAKO16_34_2348,TETRArcAKO16,2348.0,TETRArcAKO16_34,972_570_6,6683.0
TETRArcAKO16_35_2348,TETRArcAKO16,2348.0,TETRArcAKO16_35,1036_861_6,7205.0
TETRArcAKO16_0_1657,TETRArcAKO16,1657.0,TETRArcAKO16_0,37_462_6,5454.0
TETRArcAKO16_1_1657,TETRArcAKO16,1657.0,TETRArcAKO16_1,69_1089_14,27121.0
TETRArcAKO16_2_1657,TETRArcAKO16,1657.0,TETRArcAKO16_2,114_680_8,8499.0
TETRArcAKO16_3_1657,TETRArcAKO16,1657.0,TETRArcAKO16_3,117_371_6,6075.0
TETRArcAKO16_4_1657,TETRArcAKO16,1657.0,TETRArcAKO16_4,153_682_7,8913.0
TETRArcAKO16_5_1657,TETRArcAKO16,1657.0,TETRArcAKO16_5,175_742_8,11029.0
TETRArcAKO16_6_1657,TETRArcAKO16,1657.0,TETRArcAKO16_6,178_982_6,6702.0
TETRArcAKO16_7_1657,TETRArcAKO16,1657.0,TETRArcAKO16_7,185_704_8,12305.0
TETRArcAKO16_8_1657,TETRArcAKO16,1657.0,TETRArcAKO16_8,184_467_7,7302.0
TETRArcAKO16_9_1657,TETRArcAKO16,1657.0,TETRArcAKO16_9,205_1037_5,4526.0
TETRArcAKO16_10_1657,TETRArcAKO16,1657.0,TETRArcAKO16_10,212_309_7,8198.0
TETRArcAKO16_11_1657,TETRArcAKO16,1657.0,TETRArcAKO16_11,225_699_7,8580.0
TETRArcAKO16_12_1657,TETRArcAKO16,1657.0,TETRArcAKO16_12,260_622_7,8699.0
TETRArcAKO16_13_1657,TETRArcAKO16,1657.0,TETRArcAKO16_13,288_627_7,8737.0
TETRArcAKO16_14_1657,TETRArcAKO16,1657.0,TETRArcAKO16_14,288_317_5,4361.0
TETRArcAKO16_15_1657,TETRArcAKO16,1657.0,TETRArcAKO16_15,295_365_6,5962.0
TETRArcAKO16_16_1657,TETRArcAKO16,1657.0,TETRArcAKO16_16,343_961_5,4480.0
TETRArcAKO16_17_1657,TETRArcAKO16,1657.0,TETRArcAKO16_17,349_248_6,7227.0
TETRArcAKO16_18_1657,TETRArcAKO16,1657.0,TETRArcAKO16_18,358_514_6,6042.0
TETRArcAKO16_19_1657,TETRArcAKO16,1657.0,TETRArcAKO16_19,375_968_6,6087.0
TETRArcAKO16_20_1657,TETRArcAKO16,1657.0,TETRArcAKO16_20,376_151_7,7338.0
TETRArcAKO16_21_1657,TETRArcAKO16,1657.0,TETRArcAKO16_21,447_540_6,6043.0
TETRArcAKO16_22_1657,TETRArcAKO16,1657.0,TETRArcAKO16_22,448_500_5,4362.0
TETRArcAKO16_23_1657,TETRArcAKO16,1657.0,TETRArcAKO16_23,495_916_7,7354.0
TETRArcAKO16_24_1657,TETRArcAKO16,1657.0,TETRArcAKO16_24,497_256_6,5472.0
TETRArcAKO16_25_1657,TETRArcAKO16,1657.0,TETRArcAKO16_25,511_557_7,8674.0
TETRArcAKO16_26_1657,TETRArcAKO16,1657.0,TETRArcAKO16_26,516_994_7,8717.0
TETRArcAKO16_27_1657,TETRArcAKO16,1657.0,TETRArcAKO16_27,534_683_8,12116.0
TETRArcAKO16_28_1657,TETRArcAKO16,1657.0,TETRArcAKO16_28,582_417_7,6516.0
TETRArcAKO16_29_1657,TETRArcAKO16,1657.0,TETRArcAKO16_29,671_659_7,7908.0
TETRArcAKO16_30_1657,TETRArcAKO16,1657.0,TETRArcAKO16_30,747_418_7,6424.0
TETRArcAKO16_31_1657,TETRArcAKO16,1657.0,TETRArcAKO16_31,801_159_5,4522.0
TETRArcAKO16_32_1657,TETRArcAKO16,1657.0,TETRArcAKO16_32,880_863_8,10789.0
TETRArcAKO16_33_1657,TETRArcAKO16,1657.0,TETRArcAKO16_33,884_259_6,6098.0
TETRArcAKO16_34_1657,TETRArcAKO16,1657.0,TETRArcAKO16_34,972_570_6,6103.0
TETRArcAKO16_35_1657,TETRArcAKO16,1657.0,TETRArcAKO16_35,1036_861_6,6638.0
TETRArcAKO16_0_460,TETRArcAKO16,460.0,TETRArcAKO16_0,37_462_6,4890.0
TETRArcAKO16_1_460,TETRArcAKO16,460.0,TETRArcAKO16_1,69_1089_14,26921.0
TETRArcAKO16_2_460,TETRArcAKO16,460.0,TETRArcAKO16_2,114_680_8,7954.0
TETRArcAKO16_3_460,TETRArcAKO16,460.0,TETRArcAKO16_3,117_371_6,5440.0
TETRArcAKO16_4_460,TETRArcAKO16,460.0,TETRArcAKO16_4,153_682_7,8443.0
TETRArcAKO16_5_460,TETRArcAKO16,460.0,TETRArcAKO16_5,175_742_8,10255.0
TETRArcAKO16_6_460,TETRArcAKO16,460.0,TETRArcAKO16_6,178_982_6,6024.0
TETRArcAKO16_7_460,TETRArcAKO16,460.0,TETRArcAKO16_7,185_704_8,11819.0
TETRArcAKO16_8_460,TETRArcAKO16,460.0,TETRArcAKO16_8,184_467_7,6852.0
TETRArcAKO16_9_460,TETRArcAKO16,460.0,TETRArcAKO16_9,205_1037_5,3996.0
TETRArcAKO16_10_460,TETRArcAKO16,460.0,TETRArcAKO16_10,212_309_7,7687.0
TETRArcAKO16_11_460,TETRArcAKO16,460.0,TETRArcAKO16_11,225_699_7,7815.0
TETRArcAKO16_12_460,TETRArcAKO16,460.0,TETRArcAKO16_12,260_622_7,7995.0
TETRArcAKO16_13_460,TETRArcAKO16,460.0,TETRArcAKO16_13,288_627_7,7902.0
TETRArcAKO16_14_460,TETRArcAKO16,460.0,TETRArcAKO16_14,288_317_5,3981.0
TETRArcAKO16_15_460,TETRArcAKO16,460.0,TETRArcAKO16_15,295_365_6,5283.0
