,Cell_type,Time,Spot,Spot_loc,Growth,Growth_normalized
TetR+Tet_9_2779,TetR+Tet,2779.0,TetR+Tet_9,257_926_15,39294.0,8610.0
TetR+Tet_10_2779,TetR+Tet,2779.0,TetR+Tet_10,283_811_20,67657.0,13085.0
TetR+Tet_11_2779,TetR+Tet,2779.0,TetR+Tet_11,303_239_10,18509.0,3324.0
TetR+Tet_12_2779,TetR+Tet,2779.0,TetR+Tet_12,309_309_10,18457.0,3980.0
TetR+Tet_13_2779,TetR+Tet,2779.0,TetR+Tet_13,327_371_12,29112.0,5483.0
TetR+Tet_14_2779,TetR+Tet,2779.0,TetR+Tet_14,388_651_12,22650.0,4653.0
TetR+Tet_15_2779,TetR+Tet,2779.0,TetR+Tet_15,399_383_14,35485.0,6090.0
TetR+Tet_16_2779,TetR+Tet,2779.0,TetR+Tet_16,399_447_13,32410.0,5638.0
TetR+Tet_17_2779,TetR+Tet,2779.0,TetR+Tet_17,422_261_12,25239.0,4208.0
TetR+Tet_18_2779,TetR+Tet,2779.0,TetR+Tet_18,443_172_10,17605.0,0.0
TetR+Tet_19_2779,TetR+Tet,2779.0,TetR+Tet_19,446_345_12,26521.0,4695.0
TetR+Tet_20_2779,TetR+Tet,2779.0,TetR+Tet_20,446_74_12,24681.0,4518.0
TetR+Tet_21_2779,TetR+Tet,2779.0,TetR+Tet_21,454_202_19,52661.0,6071.0
TetR+Tet_22_2779,TetR+Tet,2779.0,TetR+Tet_22,468_259_12,28736.0,4371.0
TetR+Tet_23_2779,TetR+Tet,2779.0,TetR+Tet_23,474_559_17,46166.0,7789.0
TetR+Tet_24_2779,TetR+Tet,2779.0,TetR+Tet_24,483_407_13,29214.0,5235.0
TetR+Tet_25_2779,TetR+Tet,2779.0,TetR+Tet_25,486_995_12,32961.0,7166.0
TetR+Tet_26_2779,TetR+Tet,2779.0,TetR+Tet_26,496_165_13,35163.0,5538.0
TetR+Tet_27_2779,TetR+Tet,2779.0,TetR+Tet_27,494_5_11,19346.0,3237.0
TetR+Tet_28_2779,TetR+Tet,2779.0,TetR+Tet_28,498_677_10,18793.0,3805.0
TetR+Tet_29_2779,TetR+Tet,2779.0,TetR+Tet_29,504_390_10,18482.0,3416.0
TetR+Tet_30_2779,TetR+Tet,2779.0,TetR+Tet_30,517_1078_13,34289.0,7924.0
TetR+Tet_31_2779,TetR+Tet,2779.0,TetR+Tet_31,540_837_14,33960.0,7358.0
TetR+Tet_32_2779,TetR+Tet,2779.0,TetR+Tet_32,545_381_12,27790.0,4904.0
TetR+Tet_33_2779,TetR+Tet,2779.0,TetR+Tet_33,574_237_11,24768.0,4700.0
TetR+Tet_34_2779,TetR+Tet,2779.0,TetR+Tet_34,632_1048_13,34601.0,7781.0
TetR+Tet_35_2779,TetR+Tet,2779.0,TetR+Tet_35,629_328_10,20000.0,4172.0
TetR+Tet_36_2779,TetR+Tet,2779.0,TetR+Tet_36,652_261_13,25140.0,2568.0
TetR+Tet_37_2779,TetR+Tet,2779.0,TetR+Tet_37,668_49_13,29785.0,5465.0
TetR+Tet_38_2779,TetR+Tet,2779.0,TetR+Tet_38,674_620_11,24843.0,5480.0
TetR+Tet_39_2779,TetR+Tet,2779.0,TetR+Tet_39,710_288_12,26018.0,5372.0
TetR+Tet_40_2779,TetR+Tet,2779.0,TetR+Tet_40,719_151_11,24259.0,4027.0
TetR+Tet_41_2779,TetR+Tet,2779.0,TetR+Tet_41,731_979_10,21497.0,4703.0
TetR+Tet_42_2779,TetR+Tet,2779.0,TetR+Tet_42,740_1087_19,50226.0,9613.0
TetR+Tet_43_2779,TetR+Tet,2779.0,TetR+Tet_43,737_132_11,25723.0,4234.0
TetR+Tet_44_2779,TetR+Tet,2779.0,TetR+Tet_44,752_902_12,26367.0,6092.0
TetR+Tet_45_2779,TetR+Tet,2779.0,TetR+Tet_45,774_226_10,21104.0,4116.0
TetR+Tet_46_2779,TetR+Tet,2779.0,TetR+Tet_46,788_819_12,27288.0,4586.0
TetR+Tet_47_2779,TetR+Tet,2779.0,TetR+Tet_47,810_664_12,26635.0,4663.0
TetR+Tet_48_2779,TetR+Tet,2779.0,TetR+Tet_48,815_720_12,27976.0,5267.0
TetR+Tet_49_2779,TetR+Tet,2779.0,TetR+Tet_49,832_583_18,49308.0,9811.0
TetR+Tet_50_2779,TetR+Tet,2779.0,TetR+Tet_50,835_51_13,35477.0,6024.0
TetR+Tet_51_2779,TetR+Tet,2779.0,TetR+Tet_51,837_976_12,23653.0,4751.0
TetR+Tet_52_2779,TetR+Tet,2779.0,TetR+Tet_52,846_293_12,31979.0,5953.0
TetR+Tet_53_2779,TetR+Tet,2779.0,TetR+Tet_53,869_1060_24,87336.0,13257.0
TetR+Tet_54_2779,TetR+Tet,2779.0,TetR+Tet_54,879_544_12,26947.0,5314.0
TetR+Tet_55_2779,TetR+Tet,2779.0,TetR+Tet_55,890_176_12,28486.0,5416.0
TetR+Tet_56_2779,TetR+Tet,2779.0,TetR+Tet_56,915_325_10,23270.0,4271.0
TetR+Tet_57_2779,TetR+Tet,2779.0,TetR+Tet_57,931_366_12,25817.0,5080.0
TetR+Tet_58_2779,TetR+Tet,2779.0,TetR+Tet_58,935_466_12,26501.0,4880.0
TetR+Tet_59_2779,TetR+Tet,2779.0,TetR+Tet_59,942_687_11,20885.0,3976.0
TetR+Tet_60_2779,TetR+Tet,2779.0,TetR+Tet_60,955_729_11,23465.0,4815.0
TetR+Tet_61_2779,TetR+Tet,2779.0,TetR+Tet_61,960_112_12,27597.0,4612.0
TetR+Tet_62_2779,TetR+Tet,2779.0,TetR+Tet_62,989_741_12,26953.0,5170.0
TetR+Tet_63_2779,TetR+Tet,2779.0,TetR+Tet_63,1005_997_17,53538.0,9400.0
TetR+Tet_64_2779,TetR+Tet,2779.0,TetR+Tet_64,1019_957_21,62751.0,7344.0
TetR+Tet_65_2779,TetR+Tet,2779.0,TetR+Tet_65,1053_850_17,47094.0,0.0
TetR+Tet_66_2779,TetR+Tet,2779.0,TetR+Tet_66,1058_894_13,24057.0,0.0
TetR+Tet_67_2779,TetR+Tet,2779.0,TetR+Tet_67,1082_225_11,28750.0,4665.0
TetR+Tet_68_2779,TetR+Tet,2779.0,TetR+Tet_68,1090_882_15,32781.0,0.0
TetR+Tet_69_2779,TetR+Tet,2779.0,TetR+Tet_69,1093_532_12,24529.0,4948.0
TetR+Tet_0_957,TetR+Tet,957.0,TetR+Tet_0,16_625_17,45001.0,480.0
TetR+Tet_1_957,TetR+Tet,957.0,TetR+Tet_1,26_415_12,25126.0,562.0
TetR+Tet_2_957,TetR+Tet,957.0,TetR+Tet_2,80_121_15,37880.0,294.0
TetR+Tet_3_957,TetR+Tet,957.0,TetR+Tet_3,108_603_13,29314.0,271.0
TetR+Tet_4_957,TetR+Tet,957.0,TetR+Tet_4,149_835_13,30547.0,511.0
TetR+Tet_5_957,TetR+Tet,957.0,TetR+Tet_5,202_349_12,20875.0,184.0
TetR+Tet_6_957,TetR+Tet,957.0,TetR+Tet_6,205_17_12,25207.0,2.0
TetR+Tet_7_957,TetR+Tet,957.0,TetR+Tet_7,223_321_13,25738.0,882.0
TetR+Tet_8_957,TetR+Tet,957.0,TetR+Tet_8,249_583_19,44887.0,1348.0
TetR+Tet_9_957,TetR+Tet,957.0,TetR+Tet_9,257_926_15,31261.0,577.0
TetR+Tet_10_957,TetR+Tet,957.0,TetR+Tet_10,283_811_20,55470.0,898.0
TetR+Tet_11_957,TetR+Tet,957.0,TetR+Tet_11,303_239_10,15154.0,0.0
TetR+Tet_12_957,TetR+Tet,957.0,TetR+Tet_12,309_309_10,14592.0,115.0
TetR+Tet_13_957,TetR+Tet,957.0,TetR+Tet_13,327_371_12,24288.0,659.0
TetR+Tet_14_957,TetR+Tet,957.0,TetR+Tet_14,388_651_12,18442.0,445.0
TetR+Tet_15_957,TetR+Tet,957.0,TetR+Tet_15,399_383_14,29761.0,366.0
TetR+Tet_16_957,TetR+Tet,957.0,TetR+Tet_16,399_447_13,26950.0,178.0
TetR+Tet_17_957,TetR+Tet,957.0,TetR+Tet_17,422_261_12,21341.0,310.0
TetR+Tet_18_957,TetR+Tet,957.0,TetR+Tet_18,443_172_10,17310.0,0.0
TetR+Tet_19_957,TetR+Tet,957.0,TetR+Tet_19,446_345_12,22437.0,611.0
TetR+Tet_20_957,TetR+Tet,957.0,TetR+Tet_20,446_74_12,20341.0,178.0
TetR+Tet_21_957,TetR+Tet,957.0,TetR+Tet_21,454_202_19,46731.0,141.0
TetR+Tet_22_957,TetR+Tet,957.0,TetR+Tet_22,468_259_12,24488.0,123.0
TetR+Tet_23_957,TetR+Tet,957.0,TetR+Tet_23,474_559_17,38480.0,103.0
TetR+Tet_24_957,TetR+Tet,957.0,TetR+Tet_24,483_407_13,24465.0,486.0
TetR+Tet_25_957,TetR+Tet,957.0,TetR+Tet_25,486_995_12,26026.0,231.0
TetR+Tet_26_957,TetR+Tet,957.0,TetR+Tet_26,496_165_13,29820.0,195.0
TetR+Tet_27_957,TetR+Tet,957.0,TetR+Tet_27,494_5_11,16458.0,349.0
TetR+Tet_28_957,TetR+Tet,957.0,TetR+Tet_28,498_677_10,14891.0,0.0
TetR+Tet_29_957,TetR+Tet,957.0,TetR+Tet_29,504_390_10,15484.0,418.0
TetR+Tet_30_957,TetR+Tet,957.0,TetR+Tet_30,517_1078_13,26578.0,213.0
TetR+Tet_31_957,TetR+Tet,957.0,TetR+Tet_31,540_837_14,27111.0,509.0
TetR+Tet_32_957,TetR+Tet,957.0,TetR+Tet_32,545_381_12,23287.0,401.0
TetR+Tet_33_957,TetR+Tet,957.0,TetR+Tet_33,574_237_11,20638.0,570.0
TetR+Tet_34_957,TetR+Tet,957.0,TetR+Tet_34,632_1048_13,27348.0,528.0
TetR+Tet_35_957,TetR+Tet,957.0,TetR+Tet_35,629_328_10,16019.0,191.0
TetR+Tet_36_957,TetR+Tet,957.0,TetR+Tet_36,652_261_13,24353.0,1781.0
TetR+Tet_37_957,TetR+Tet,957.0,TetR+Tet_37,668_49_13,24772.0,452.0
TetR+Tet_38_957,TetR+Tet,957.0,TetR+Tet_38,674_620_11,19594.0,231.0
TetR+Tet_39_957,TetR+Tet,957.0,TetR+Tet_39,710_288_12,21217.0,571.0
TetR+Tet_40_957,TetR+Tet,957.0,TetR+Tet_40,719_151_11,20706.0,474.0
TetR+Tet_41_957,TetR+Tet,957.0,TetR+Tet_41,731_979_10,16712.0,0.0
TetR+Tet_42_957,TetR+Tet,957.0,TetR+Tet_42,740_1087_19,42163.0,1550.0
TetR+Tet_43_957,TetR+Tet,957.0,TetR+Tet_43,737_132_11,21962.0,473.0
TetR+Tet_44_957,TetR+Tet,957.0,TetR+Tet_44,752_902_12,20825.0,550.0
TetR+Tet_45_957,TetR+Tet,957.0,TetR+Tet_45,774_226_10,17029.0,41.0
TetR+Tet_46_957,TetR+Tet,957.0,TetR+Tet_46,788_819_12,21603.0,0.0
TetR+Tet_47_957,TetR+Tet,957.0,TetR+Tet_47,810_664_12,22357.0,385.0
TetR+Tet_48_957,TetR+Tet,957.0,TetR+Tet_48,815_720_12,22821.0,112.0
TetR+Tet_49_957,TetR+Tet,957.0,TetR+Tet_49,832_583_18,40817.0,1320.0
TetR+Tet_50_957,TetR+Tet,957.0,TetR+Tet_50,835_51_13,29587.0,134.0
TetR+Tet_51_957,TetR+Tet,957.0,TetR+Tet_51,837_976_12,18924.0,22.0
TetR+Tet_52_957,TetR+Tet,957.0,TetR+Tet_52,846_293_12,26725.0,699.0
TetR+Tet_53_957,TetR+Tet,957.0,TetR+Tet_53,869_1060_24,75269.0,1190.0
TetR+Tet_54_957,TetR+Tet,957.0,TetR+Tet_54,879_544_12,22031.0,398.0
TetR+Tet_55_957,TetR+Tet,957.0,TetR+Tet_55,890_176_12,23965.0,895.0
TetR+Tet_56_957,TetR+Tet,957.0,TetR+Tet_56,915_325_10,19265.0,266.0
TetR+Tet_57_957,TetR+Tet,957.0,TetR+Tet_57,931_366_12,21340.0,603.0
TetR+Tet_58_957,TetR+Tet,957.0,TetR+Tet_58,935_466_12,22097.0,476.0
TetR+Tet_59_957,TetR+Tet,957.0,TetR+Tet_59,942_687_11,17075.0,166.0
TetR+Tet_60_957,TetR+Tet,957.0,TetR+Tet_60,955_729_11,18991.0,341.0
TetR+Tet_61_957,TetR+Tet,957.0,TetR+Tet_61,960_112_12,23278.0,293.0
TetR+Tet_62_957,TetR+Tet,957.0,TetR+Tet_62,989_741_12,22361.0,578.0
TetR+Tet_63_957,TetR+Tet,957.0,TetR+Tet_63,1005_997_17,45263.0,1125.0
TetR+Tet_64_957,TetR+Tet,957.0,TetR+Tet_64,1019_957_21,55519.0,112.0
TetR+Tet_65_957,TetR+Tet,957.0,TetR+Tet_65,1053_850_17,46940.0,0.0
TetR+Tet_66_957,TetR+Tet,957.0,TetR+Tet_66,1058_894_13,24076.0,0.0
TetR+Tet_67_957,TetR+Tet,957.0,TetR+Tet_67,1082_225_11,24298.0,213.0
TetR+Tet_68_957,TetR+Tet,957.0,TetR+Tet_68,1090_882_15,32565.0,0.0
TetR+Tet_69_957,TetR+Tet,957.0,TetR+Tet_69,1093_532_12,20188.0,607.0
TetR+Tet_0_1112,TetR+Tet,1112.0,TetR+Tet_0,16_625_17,45842.0,1321.0
TetR+Tet_1_1112,TetR+Tet,1112.0,TetR+Tet_1,26_415_12,25772.0,1208.0
TetR+Tet_2_1112,TetR+Tet,1112.0,TetR+Tet_2,80_121_15,38705.0,1119.0
TetR+Tet_3_1112,TetR+Tet,1112.0,TetR+Tet_3,108_603_13,30250.0,1207.0
TetR+Tet_4_1112,TetR+Tet,1112.0,TetR+Tet_4,149_835_13,31353.0,1317.0
TetR+Tet_5_1112,TetR+Tet,1112.0,TetR+Tet_5,202_349_12,21529.0,838.0
TetR+Tet_6_1112,TetR+Tet,1112.0,TetR+Tet_6,205_17_12,26036.0,831.0
TetR+Tet_7_1112,TetR+Tet,1112.0,TetR+Tet_7,223_321_13,26216.0,1360.0
TetR+Tet_8_1112,TetR+Tet,1112.0,TetR+Tet_8,249_583_19,46422.0,2883.0
TetR+Tet_9_1112,TetR+Tet,1112.0,TetR+Tet_9,257_926_15,32114.0,1430.0
TetR+Tet_10_1112,TetR+Tet,1112.0,TetR+Tet_10,283_811_20,56648.0,2076.0
TetR+Tet_11_1112,TetR+Tet,1112.0,TetR+Tet_11,303_239_10,15397.0,212.0
TetR+Tet_12_1112,TetR+Tet,1112.0,TetR+Tet_12,309_309_10,14925.0,448.0
TetR+Tet_13_1112,TetR+Tet,1112.0,TetR+Tet_13,327_371_12,24979.0,1350.0
TetR+Tet_14_1112,TetR+Tet,1112.0,TetR+Tet_14,388_651_12,19027.0,1030.0
TetR+Tet_15_1112,TetR+Tet,1112.0,TetR+Tet_15,399_383_14,31054.0,1659.0
TetR+Tet_16_1112,TetR+Tet,1112.0,TetR+Tet_16,399_447_13,27675.0,903.0
TetR+Tet_17_1112,TetR+Tet,1112.0,TetR+Tet_17,422_261_12,21777.0,746.0
TetR+Tet_18_1112,TetR+Tet,1112.0,TetR+Tet_18,443_172_10,17319.0,0.0
TetR+Tet_19_1112,TetR+Tet,1112.0,TetR+Tet_19,446_345_12,23253.0,1427.0
TetR+Tet_20_1112,TetR+Tet,1112.0,TetR+Tet_20,446_74_12,20721.0,558.0
TetR+Tet_21_1112,TetR+Tet,1112.0,TetR+Tet_21,454_202_19,47703.0,1113.0
TetR+Tet_22_1112,TetR+Tet,1112.0,TetR+Tet_22,468_259_12,24815.0,450.0
TetR+Tet_23_1112,TetR+Tet,1112.0,TetR+Tet_23,474_559_17,39496.0,1119.0
TetR+Tet_24_1112,TetR+Tet,1112.0,TetR+Tet_24,483_407_13,25191.0,1212.0
TetR+Tet_25_1112,TetR+Tet,1112.0,TetR+Tet_25,486_995_12,26753.0,958.0
TetR+Tet_26_1112,TetR+Tet,1112.0,TetR+Tet_26,496_165_13,30512.0,887.0
TetR+Tet_27_1112,TetR+Tet,1112.0,TetR+Tet_27,494_5_11,16770.0,661.0
TetR+Tet_28_1112,TetR+Tet,1112.0,TetR+Tet_28,498_677_10,15355.0,367.0
TetR+Tet_29_1112,TetR+Tet,1112.0,TetR+Tet_29,504_390_10,15941.0,875.0
TetR+Tet_30_1112,TetR+Tet,1112.0,TetR+Tet_30,517_1078_13,27590.0,1225.0
TetR+Tet_31_1112,TetR+Tet,1112.0,TetR+Tet_31,540_837_14,28063.0,1461.0
TetR+Tet_32_1112,TetR+Tet,1112.0,TetR+Tet_32,545_381_12,23804.0,918.0
TetR+Tet_33_1112,TetR+Tet,1112.0,TetR+Tet_33,574_237_11,21022.0,954.0
TetR+Tet_34_1112,TetR+Tet,1112.0,TetR+Tet_34,632_1048_13,28609.0,1789.0
TetR+Tet_35_1112,TetR+Tet,1112.0,TetR+Tet_35,629_328_10,16621.0,793.0
TetR+Tet_36_1112,TetR+Tet,1112.0,TetR+Tet_36,652_261_13,24366.0,1794.0
TetR+Tet_37_1112,TetR+Tet,1112.0,TetR+Tet_37,668_49_13,25241.0,921.0
TetR+Tet_38_1112,TetR+Tet,1112.0,TetR+Tet_38,674_620_11,20474.0,1111.0
TetR+Tet_39_1112,TetR+Tet,1112.0,TetR+Tet_39,710_288_12,21796.0,1150.0
TetR+Tet_40_1112,TetR+Tet,1112.0,TetR+Tet_40,719_151_11,20890.0,658.0
TetR+Tet_41_1112,TetR+Tet,1112.0,TetR+Tet_41,731_979_10,17312.0,518.0
TetR+Tet_42_1112,TetR+Tet,1112.0,TetR+Tet_42,740_1087_19,43765.0,3152.0
TetR+Tet_43_1112,TetR+Tet,1112.0,TetR+Tet_43,737_132_11,22579.0,1090.0
TetR+Tet_44_1112,TetR+Tet,1112.0,TetR+Tet_44,752_902_12,21578.0,1303.0
TetR+Tet_45_1112,TetR+Tet,1112.0,TetR+Tet_45,774_226_10,17507.0,519.0
TetR+Tet_46_1112,TetR+Tet,1112.0,TetR+Tet_46,788_819_12,22315.0,0.0
TetR+Tet_47_1112,TetR+Tet,1112.0,TetR+Tet_47,810_664_12,22738.0,766.0
TetR+Tet_48_1112,TetR+Tet,1112.0,TetR+Tet_48,815_720_12,23602.0,893.0
TetR+Tet_49_1112,TetR+Tet,1112.0,TetR+Tet_49,832_583_18,42127.0,2630.0
TetR+Tet_50_1112,TetR+Tet,1112.0,TetR+Tet_50,835_51_13,29965.0,512.0
TetR+Tet_51_1112,TetR+Tet,1112.0,TetR+Tet_51,837_976_12,19276.0,374.0
TetR+Tet_52_1112,TetR+Tet,1112.0,TetR+Tet_52,846_293_12,27420.0,1394.0
TetR+Tet_53_1112,TetR+Tet,1112.0,TetR+Tet_53,869_1060_24,75771.0,1692.0
TetR+Tet_54_1112,TetR+Tet,1112.0,TetR+Tet_54,879_544_12,22693.0,1060.0
TetR+Tet_55_1112,TetR+Tet,1112.0,TetR+Tet_55,890_176_12,24450.0,1380.0
TetR+Tet_56_1112,TetR+Tet,1112.0,TetR+Tet_56,915_325_10,19839.0,840.0
TetR+Tet_57_1112,TetR+Tet,1112.0,TetR+Tet_57,931_366_12,22106.0,1369.0
TetR+Tet_58_1112,TetR+Tet,1112.0,TetR+Tet_58,935_466_12,22778.0,1157.0
TetR+Tet_59_1112,TetR+Tet,1112.0,TetR+Tet_59,942_687_11,17502.0,593.0
TetR+Tet_60_1112,TetR+Tet,1112.0,TetR+Tet_60,955_729_11,19596.0,946.0
TetR+Tet_61_1112,TetR+Tet,1112.0,TetR+Tet_61,960_112_12,23592.0,607.0
TetR+Tet_62_1112,TetR+Tet,1112.0,TetR+Tet_62,989_741_12,22670.0,887.0
TetR+Tet_63_1112,TetR+Tet,1112.0,TetR+Tet_63,1005_997_17,46040.0,1902.0
TetR+Tet_64_1112,TetR+Tet,1112.0,TetR+Tet_64,1019_957_21,56144.0,737.0
TetR+Tet_65_1112,TetR+Tet,1112.0,TetR+Tet_65,1053_850_17,46856.0,0.0
TetR+Tet_66_1112,TetR+Tet,1112.0,TetR+Tet_66,1058_894_13,23981.0,0.0
TetR+Tet_67_1112,TetR+Tet,1112.0,TetR+Tet_67,1082_225_11,24619.0,534.0
TetR+Tet_68_1112,TetR+Tet,1112.0,TetR+Tet_68,1090_882_15,32487.0,0.0
TetR+Tet_69_1112,TetR+Tet,1112.0,TetR+Tet_69,1093_532_12,20605.0,1024.0
TetR+Tet_0_1328,TetR+Tet,1328.0,TetR+Tet_0,16_625_17,47367.0,2846.0
TetR+Tet_1_1328,TetR+Tet,1328.0,TetR+Tet_1,26_415_12,26873.0,2309.0
TetR+Tet_2_1328,TetR+Tet,1328.0,TetR+Tet_2,80_121_15,39588.0,2002.0
TetR+Tet_3_1328,TetR+Tet,1328.0,TetR+Tet_3,108_603_13,31671.0,2628.0
TetR+Tet_4_1328,TetR+Tet,1328.0,TetR+Tet_4,149_835_13,32789.0,2753.0
TetR+Tet_5_1328,TetR+Tet,1328.0,TetR+Tet_5,202_349_12,22589.0,1898.0
TetR+Tet_6_1328,TetR+Tet,1328.0,TetR+Tet_6,205_17_12,26776.0,1571.0
TetR+Tet_7_1328,TetR+Tet,1328.0,TetR+Tet_7,223_321_13,27214.0,2358.0
TetR+Tet_8_1328,TetR+Tet,1328.0,TetR+Tet_8,249_583_19,48064.0,4525.0
TetR+Tet_9_1328,TetR+Tet,1328.0,TetR+Tet_9,257_926_15,33403.0,2719.0
TetR+Tet_10_1328,TetR+Tet,1328.0,TetR+Tet_10,283_811_20,58937.0,4365.0
TetR+Tet_11_1328,TetR+Tet,1328.0,TetR+Tet_11,303_239_10,16147.0,962.0
TetR+Tet_12_1328,TetR+Tet,1328.0,TetR+Tet_12,309_309_10,15701.0,1224.0
TetR+Tet_13_1328,TetR+Tet,1328.0,TetR+Tet_13,327_371_12,26217.0,2588.0
TetR+Tet_14_1328,TetR+Tet,1328.0,TetR+Tet_14,388_651_12,19749.0,1752.0
TetR+Tet_15_1328,TetR+Tet,1328.0,TetR+Tet_15,399_383_14,32263.0,2868.0
TetR+Tet_16_1328,TetR+Tet,1328.0,TetR+Tet_16,399_447_13,28479.0,1707.0
TetR+Tet_17_1328,TetR+Tet,1328.0,TetR+Tet_17,422_261_12,22631.0,1600.0
TetR+Tet_18_1328,TetR+Tet,1328.0,TetR+Tet_18,443_172_10,17339.0,0.0
TetR+Tet_19_1328,TetR+Tet,1328.0,TetR+Tet_19,446_345_12,23973.0,2147.0
TetR+Tet_20_1328,TetR+Tet,1328.0,TetR+Tet_20,446_74_12,21676.0,1513.0
TetR+Tet_21_1328,TetR+Tet,1328.0,TetR+Tet_21,454_202_19,48372.0,1782.0
TetR+Tet_22_1328,TetR+Tet,1328.0,TetR+Tet_22,468_259_12,26215.0,1850.0
TetR+Tet_23_1328,TetR+Tet,1328.0,TetR+Tet_23,474_559_17,41222.0,2845.0
TetR+Tet_24_1328,TetR+Tet,1328.0,TetR+Tet_24,483_407_13,26515.0,2536.0
TetR+Tet_25_1328,TetR+Tet,1328.0,TetR+Tet_25,486_995_12,27665.0,1870.0
TetR+Tet_26_1328,TetR+Tet,1328.0,TetR+Tet_26,496_165_13,31821.0,2196.0
TetR+Tet_27_1328,TetR+Tet,1328.0,TetR+Tet_27,494_5_11,17452.0,1343.0
TetR+Tet_28_1328,TetR+Tet,1328.0,TetR+Tet_28,498_677_10,16069.0,1081.0
TetR+Tet_29_1328,TetR+Tet,1328.0,TetR+Tet_29,504_390_10,16612.0,1546.0
TetR+Tet_30_1328,TetR+Tet,1328.0,TetR+Tet_30,517_1078_13,29239.0,2874.0
TetR+Tet_31_1328,TetR+Tet,1328.0,TetR+Tet_31,540_837_14,29211.0,2609.0
TetR+Tet_32_1328,TetR+Tet,1328.0,TetR+Tet_32,545_381_12,24614.0,1728.0
TetR+Tet_33_1328,TetR+Tet,1328.0,TetR+Tet_33,574_237_11,21768.0,1700.0
TetR+Tet_34_1328,TetR+Tet,1328.0,TetR+Tet_34,632_1048_13,30231.0,3411.0
TetR+Tet_35_1328,TetR+Tet,1328.0,TetR+Tet_35,629_328_10,17144.0,1316.0
TetR+Tet_36_1328,TetR+Tet,1328.0,TetR+Tet_36,652_261_13,24527.0,1955.0
TetR+Tet_37_1328,TetR+Tet,1328.0,TetR+Tet_37,668_49_13,26373.0,2053.0
TetR+Tet_38_1328,TetR+Tet,1328.0,TetR+Tet_38,674_620_11,21083.0,1720.0
TetR+Tet_39_1328,TetR+Tet,1328.0,TetR+Tet_39,710_288_12,22603.0,1957.0
TetR+Tet_40_1328,TetR+Tet,1328.0,TetR+Tet_40,719_151_11,21759.0,1527.0
TetR+Tet_41_1328,TetR+Tet,1328.0,TetR+Tet_41,731_979_10,18207.0,1413.0
TetR+Tet_42_1328,TetR+Tet,1328.0,TetR+Tet_42,740_1087_19,45833.0,5220.0
TetR+Tet_43_1328,TetR+Tet,1328.0,TetR+Tet_43,737_132_11,23307.0,1818.0
TetR+Tet_44_1328,TetR+Tet,1328.0,TetR+Tet_44,752_902_12,21957.0,1682.0
TetR+Tet_45_1328,TetR+Tet,1328.0,TetR+Tet_45,774_226_10,18305.0,1317.0
TetR+Tet_46_1328,TetR+Tet,1328.0,TetR+Tet_46,788_819_12,23856.0,1154.0
TetR+Tet_47_1328,TetR+Tet,1328.0,TetR+Tet_47,810_664_12,23509.0,1537.0
TetR+Tet_48_1328,TetR+Tet,1328.0,TetR+Tet_48,815_720_12,24236.0,1527.0
TetR+Tet_49_1328,TetR+Tet,1328.0,TetR+Tet_49,832_583_18,43692.0,4195.0
TetR+Tet_50_1328,TetR+Tet,1328.0,TetR+Tet_50,835_51_13,31104.0,1651.0
TetR+Tet_51_1328,TetR+Tet,1328.0,TetR+Tet_51,837_976_12,20336.0,1434.0
TetR+Tet_52_1328,TetR+Tet,1328.0,TetR+Tet_52,846_293_12,28362.0,2336.0
TetR+Tet_53_1328,TetR+Tet,1328.0,TetR+Tet_53,869_1060_24,77996.0,3917.0
TetR+Tet_54_1328,TetR+Tet,1328.0,TetR+Tet_54,879_544_12,23399.0,1766.0
TetR+Tet_55_1328,TetR+Tet,1328.0,TetR+Tet_55,890_176_12,25287.0,2217.0
TetR+Tet_56_1328,TetR+Tet,1328.0,TetR+Tet_56,915_325_10,20481.0,1482.0
TetR+Tet_57_1328,TetR+Tet,1328.0,TetR+Tet_57,931_366_12,22835.0,2098.0
TetR+Tet_58_1328,TetR+Tet,1328.0,TetR+Tet_58,935_466_12,23250.0,1629.0
TetR+Tet_59_1328,TetR+Tet,1328.0,TetR+Tet_59,942_687_11,18223.0,1314.0
TetR+Tet_60_1328,TetR+Tet,1328.0,TetR+Tet_60,955_729_11,20637.0,1987.0
TetR+Tet_61_1328,TetR+Tet,1328.0,TetR+Tet_61,960_112_12,24543.0,1558.0
TetR+Tet_62_1328,TetR+Tet,1328.0,TetR+Tet_62,989_741_12,23403.0,1620.0
TetR+Tet_63_1328,TetR+Tet,1328.0,TetR+Tet_63,1005_997_17,47813.0,3675.0
TetR+Tet_64_1328,TetR+Tet,1328.0,TetR+Tet_64,1019_957_21,57043.0,1636.0
TetR+Tet_65_1328,TetR+Tet,1328.0,TetR+Tet_65,1053_850_17,46864.0,0.0
TetR+Tet_66_1328,TetR+Tet,1328.0,TetR+Tet_66,1058_894_13,23949.0,0.0
TetR+Tet_67_1328,TetR+Tet,1328.0,TetR+Tet_67,1082_225_11,25195.0,1110.0
TetR+Tet_68_1328,TetR+Tet,1328.0,TetR+Tet_68,1090_882_15,32509.0,0.0
TetR+Tet_69_1328,TetR+Tet,1328.0,TetR+Tet_69,1093_532_12,21488.0,1907.0
TetR+Tet_0_402,TetR+Tet,402.0,TetR+Tet_0,16_625_17,43532.0,0.0
